id,img_name,shape,center,radius,color,thickness,filled,box_corner,box_length,box_width
6418,img6418.png,circle,"(144, 391)",41,"(0.5882352941176471, 0.7725490196078432, 0.8274509803921568)",-1,True,"(104, 351)",81,81
6419,img6419.png,circle,"(126, 193)",85,"(0.5803921568627451, 0.8627450980392157, 0.5098039215686274)",5,False,"(39, 106)",175,175
6420,img6420.png,circle,"(344, 118)",69,"(0.611764705882353, 0.9450980392156862, 0.0784313725490196)",4,False,"(273, 47)",142,142
6421,img6421.png,circle,"(410, 149)",23,"(0.23921568627450981, 0.7725490196078432, 0.28627450980392155)",6,False,"(384, 123)",52,52
6422,img6422.png,circle,"(251, 388)",76,"(0.5607843137254902, 0.33725490196078434, 0.8941176470588236)",2,False,"(174, 311)",154,154
6423,img6423.png,circle,"(47, 318)",25,"(0.6431372549019608, 0.5098039215686274, 0.596078431372549)",6,False,"(19, 290)",56,56
6424,img6424.png,circle,"(275, 147)",20,"(0.24705882352941178, 0.33725490196078434, 0.03137254901960784)",1,False,"(255, 127)",41,41
6425,img6425.png,circle,"(187, 59)",28,"(0.7098039215686275, 0.0, 0.44313725490196076)",2,False,"(158, 30)",58,58
6426,img6426.png,circle,"(69, 107)",56,"(0.027450980392156862, 0.40784313725490196, 0.9372549019607843)",7,False,"(10, 48)",119,119
6427,img6427.png,circle,"(356, 390)",106,"(0.615686274509804, 0.611764705882353, 0.6627450980392157)",2,False,"(249, 283)",214,214
6428,img6428.png,circle,"(157, 188)",80,"(0.5372549019607843, 0.44313725490196076, 0.26666666666666666)",3,False,"(76, 107)",163,163
6429,img6429.png,circle,"(130, 371)",58,"(0.9647058823529412, 0.10588235294117647, 0.8588235294117647)",7,False,"(69, 310)",123,123
6430,img6430.png,circle,"(277, 365)",101,"(0.2549019607843137, 0.403921568627451, 0.023529411764705882)",-1,True,"(177, 265)",201,201
6431,img6431.png,circle,"(54, 52)",15,"(0.5137254901960784, 0.3411764705882353, 0.13333333333333333)",1,False,"(39, 37)",31,31
6432,img6432.png,circle,"(76, 296)",19,"(0.4, 0.0392156862745098, 0.9333333333333333)",7,False,"(54, 274)",45,45
6433,img6433.png,circle,"(391, 180)",97,"(0.32941176470588235, 0.9764705882352941, 0.29411764705882354)",2,False,"(293, 82)",196,196
6434,img6434.png,circle,"(195, 325)",67,"(0.9647058823529412, 0.6705882352941176, 0.25098039215686274)",1,False,"(128, 258)",135,135
6435,img6435.png,circle,"(272, 102)",78,"(0.4117647058823529, 0.18823529411764706, 0.5254901960784314)",2,False,"(193, 23)",158,158
6436,img6436.png,circle,"(432, 295)",40,"(0.01568627450980392, 0.44313725490196076, 0.3411764705882353)",8,False,"(388, 251)",88,88
6437,img6437.png,circle,"(462, 294)",30,"(0.7372549019607844, 0.5058823529411764, 0.28627450980392155)",4,False,"(430, 262)",64,64
6438,img6438.png,circle,"(90, 210)",38,"(0.8941176470588236, 0.47843137254901963, 0.6549019607843137)",10,False,"(47, 167)",86,86
6439,img6439.png,circle,"(50, 212)",12,"(0.1411764705882353, 0.47058823529411764, 0.396078431372549)",8,False,"(34, 196)",32,32
6440,img6440.png,circle,"(322, 388)",124,"(0.2235294117647059, 0.23137254901960785, 0.03137254901960784)",6,False,"(195, 261)",254,254
6441,img6441.png,circle,"(403, 196)",70,"(0.12549019607843137, 0.29411764705882354, 0.396078431372549)",7,False,"(330, 123)",147,147
6442,img6442.png,circle,"(258, 217)",117,"(0.47058823529411764, 0.7490196078431373, 0.7215686274509804)",0,False,"(141, 100)",234,234
6443,img6443.png,circle,"(184, 112)",90,"(0.8, 0.592156862745098, 1.0)",7,False,"(91, 19)",187,187
6444,img6444.png,circle,"(414, 146)",96,"(0.011764705882352941, 0.3607843137254902, 0.1843137254901961)",7,False,"(315, 47)",199,199
6445,img6445.png,circle,"(170, 203)",119,"(0.6313725490196078, 0.2784313725490196, 0.7215686274509804)",10,False,"(46, 79)",248,248
6446,img6446.png,circle,"(282, 275)",30,"(1.0, 0.403921568627451, 0.5215686274509804)",-1,True,"(253, 246)",59,59
6447,img6447.png,circle,"(108, 479)",15,"(0.2627450980392157, 0.1411764705882353, 0.12549019607843137)",8,False,"(89, 460)",38,38
6448,img6448.png,circle,"(372, 392)",119,"(0.6784313725490196, 0.8196078431372549, 0.18823529411764706)",-1,True,"(254, 274)",237,237
6449,img6449.png,circle,"(333, 331)",13,"(0.7764705882352941, 0.043137254901960784, 0.40784313725490196)",10,False,"(315, 313)",36,36
6450,img6450.png,circle,"(177, 386)",56,"(0.19607843137254902, 0.5137254901960784, 0.8666666666666667)",8,False,"(117, 326)",120,120
6451,img6451.png,circle,"(58, 355)",21,"(0.3411764705882353, 0.6078431372549019, 0.984313725490196)",7,False,"(34, 331)",49,49
6452,img6452.png,circle,"(83, 281)",27,"(0.19215686274509805, 0.11764705882352941, 0.3411764705882353)",7,False,"(53, 251)",61,61
6453,img6453.png,circle,"(149, 175)",126,"(0.9254901960784314, 0.9098039215686274, 0.9490196078431372)",10,False,"(18, 44)",262,262
6454,img6454.png,circle,"(478, 394)",15,"(0.8549019607843137, 0.20784313725490197, 0.8862745098039215)",-1,True,"(464, 380)",29,29
6455,img6455.png,circle,"(256, 384)",107,"(0.043137254901960784, 0.5529411764705883, 0.2549019607843137)",6,False,"(146, 274)",220,220
6456,img6456.png,circle,"(252, 222)",119,"(0.15294117647058825, 0.996078431372549, 0.8862745098039215)",1,False,"(133, 103)",239,239
6457,img6457.png,circle,"(171, 106)",62,"(0.11764705882352941, 0.10196078431372549, 0.8274509803921568)",3,False,"(108, 43)",127,127
6458,img6458.png,circle,"(274, 308)",110,"(0.5372549019607843, 0.8156862745098039, 0.1568627450980392)",2,False,"(163, 197)",222,222
6459,img6459.png,circle,"(349, 335)",103,"(0.28627450980392155, 0.7843137254901961, 0.00392156862745098)",6,False,"(243, 229)",212,212
6460,img6460.png,circle,"(93, 284)",80,"(0.5686274509803921, 0.8392156862745098, 0.058823529411764705)",10,False,"(8, 199)",170,170
6461,img6461.png,circle,"(434, 451)",43,"(0.050980392156862744, 0.3137254901960784, 0.2823529411764706)",10,False,"(386, 403)",96,96
6462,img6462.png,circle,"(333, 210)",0,"(0.00784313725490196, 0.07450980392156863, 0.7529411764705882)",-1,True,"(334, 211)",-1,-1
6463,img6463.png,circle,"(366, 150)",6,"(0.596078431372549, 0.4, 0.03137254901960784)",7,False,"(357, 141)",19,19
6464,img6464.png,circle,"(361, 137)",60,"(0.7843137254901961, 0.984313725490196, 0.06274509803921569)",7,False,"(298, 74)",127,127
6465,img6465.png,circle,"(250, 284)",43,"(0.6862745098039216, 0.047058823529411764, 0.7333333333333333)",9,False,"(203, 237)",95,95
6466,img6466.png,circle,"(13, 375)",0,"(0.07058823529411765, 0.6862745098039216, 0.8156862745098039)",7,False,"(10, 372)",7,7
6467,img6467.png,circle,"(91, 164)",14,"(0.8980392156862745, 0.6274509803921569, 0.8784313725490196)",5,False,"(75, 148)",33,33
6468,img6468.png,circle,"(212, 217)",110,"(0.4980392156862745, 0.34901960784313724, 0.7764705882352941)",5,False,"(100, 105)",225,225
6469,img6469.png,circle,"(379, 180)",67,"(0.5098039215686274, 0.12941176470588237, 0.36470588235294116)",5,False,"(310, 111)",139,139
6470,img6470.png,circle,"(235, 33)",4,"(0.6392156862745098, 0.40784313725490196, 0.9568627450980393)",6,False,"(228, 26)",14,14
6471,img6471.png,circle,"(330, 21)",18,"(0.42745098039215684, 0.12156862745098039, 0.5450980392156862)",3,False,"(311, 2)",39,39
6472,img6472.png,circle,"(279, 373)",69,"(0.4392156862745098, 0.03137254901960784, 0.6823529411764706)",6,False,"(207, 301)",144,144
6473,img6473.png,circle,"(166, 233)",122,"(0.6588235294117647, 0.8666666666666667, 0.8392156862745098)",0,False,"(44, 111)",244,244
6474,img6474.png,circle,"(188, 392)",95,"(0.6470588235294118, 0.36470588235294116, 0.17254901960784313)",6,False,"(90, 294)",196,196
6475,img6475.png,circle,"(158, 180)",28,"(0.2901960784313726, 0.796078431372549, 0.8431372549019608)",4,False,"(128, 150)",60,60
6476,img6476.png,circle,"(113, 434)",77,"(0.996078431372549, 0.6705882352941176, 0.9529411764705882)",0,False,"(36, 357)",154,154
6477,img6477.png,circle,"(137, 129)",98,"(0.22745098039215686, 0.8313725490196079, 0.8470588235294118)",0,False,"(39, 31)",196,196
6478,img6478.png,circle,"(327, 313)",106,"(0.9490196078431372, 0.17254901960784313, 0.08235294117647059)",-1,True,"(222, 208)",211,211
6479,img6479.png,circle,"(222, 46)",34,"(0.5607843137254902, 0.12156862745098039, 0.26666666666666666)",7,False,"(185, 9)",75,75
6480,img6480.png,circle,"(198, 353)",19,"(0.3058823529411765, 0.6431372549019608, 0.8666666666666667)",-1,True,"(180, 335)",37,37
6481,img6481.png,circle,"(356, 101)",54,"(0.5803921568627451, 0.0, 0.12941176470588237)",9,False,"(298, 43)",117,117
6482,img6482.png,circle,"(159, 397)",69,"(0.3215686274509804, 0.9176470588235294, 0.1411764705882353)",8,False,"(86, 324)",146,146
6483,img6483.png,circle,"(223, 472)",10,"(0.09019607843137255, 0.2549019607843137, 0.23137254901960785)",-1,True,"(214, 463)",19,19
6484,img6484.png,circle,"(362, 57)",34,"(0.6, 0.4, 0.8470588235294118)",7,False,"(325, 20)",75,75
6485,img6485.png,circle,"(128, 295)",28,"(0.7137254901960784, 0.19607843137254902, 0.9098039215686274)",6,False,"(97, 264)",62,62
6486,img6486.png,circle,"(78, 175)",34,"(0.058823529411764705, 0.8627450980392157, 0.4392156862745098)",3,False,"(43, 140)",71,71
6487,img6487.png,circle,"(419, 118)",70,"(0.9764705882352941, 0.9333333333333333, 0.9176470588235294)",8,False,"(345, 44)",148,148
6488,img6488.png,circle,"(97, 67)",6,"(0.5176470588235295, 0.2235294117647059, 0.5254901960784314)",6,False,"(88, 58)",18,18
6489,img6489.png,circle,"(207, 224)",95,"(0.403921568627451, 0.1568627450980392, 0.8117647058823529)",9,False,"(108, 125)",199,199
6490,img6490.png,circle,"(493, 392)",6,"(0.27450980392156865, 0.058823529411764705, 0.43529411764705883)",1,False,"(487, 386)",13,13
6491,img6491.png,circle,"(476, 166)",0,"(0.6705882352941176, 0.5490196078431373, 0.6705882352941176)",1,False,"(476, 166)",1,1
6492,img6492.png,circle,"(90, 306)",71,"(0.16862745098039217, 0.8156862745098039, 0.6196078431372549)",5,False,"(17, 233)",147,147
6493,img6493.png,circle,"(180, 161)",35,"(0.6745098039215687, 0.9568627450980393, 0.16862745098039217)",7,False,"(142, 123)",77,77
6494,img6494.png,circle,"(77, 378)",0,"(0.0196078431372549, 0.20392156862745098, 0.5176470588235295)",5,False,"(75, 376)",5,5
6495,img6495.png,circle,"(317, 487)",6,"(0.43529411764705883, 0.25098039215686274, 0.0784313725490196)",-1,True,"(312, 482)",11,11
6496,img6496.png,circle,"(232, 442)",14,"(0.5176470588235295, 0.7333333333333333, 0.8509803921568627)",1,False,"(218, 428)",29,29
6497,img6497.png,circle,"(86, 248)",85,"(0.3843137254901961, 0.8745098039215686, 0.6196078431372549)",9,False,"(-3, 159)",179,179
6498,img6498.png,circle,"(380, 123)",122,"(0.6078431372549019, 0.27450980392156865, 0.8784313725490196)",9,False,"(254, -3)",253,253
6499,img6499.png,circle,"(147, 185)",87,"(0.09803921568627451, 0.403921568627451, 0.984313725490196)",9,False,"(56, 94)",183,183
6500,img6500.png,circle,"(459, 146)",12,"(0.3058823529411765, 0.17647058823529413, 0.22745098039215686)",10,False,"(442, 129)",34,34
6501,img6501.png,circle,"(171, 91)",63,"(0.6666666666666666, 0.7450980392156863, 0.06666666666666667)",6,False,"(105, 25)",132,132
6502,img6502.png,circle,"(222, 210)",117,"(0.3607843137254902, 0.20392156862745098, 0.10980392156862745)",4,False,"(103, 91)",238,238
6503,img6503.png,circle,"(351, 405)",70,"(0.7254901960784313, 1.0, 0.5098039215686274)",10,False,"(276, 330)",150,150
6504,img6504.png,circle,"(201, 175)",22,"(0.8745098039215686, 0.4745098039215686, 0.8352941176470589)",6,False,"(176, 150)",50,50
6505,img6505.png,circle,"(285, 343)",102,"(0.09019607843137255, 0.6352941176470588, 0.9490196078431372)",7,False,"(180, 238)",211,211
6506,img6506.png,circle,"(416, 188)",87,"(0.7019607843137254, 0.8313725490196079, 0.043137254901960784)",10,False,"(324, 96)",184,184
6507,img6507.png,circle,"(166, 167)",82,"(0.09803921568627451, 0.5764705882352941, 0.8274509803921568)",0,False,"(84, 85)",164,164
6508,img6508.png,circle,"(254, 278)",35,"(0.058823529411764705, 0.4196078431372549, 0.9098039215686274)",0,False,"(219, 243)",70,70
6509,img6509.png,circle,"(377, 260)",99,"(0.403921568627451, 0.29411764705882354, 0.20392156862745098)",5,False,"(276, 159)",203,203
6510,img6510.png,circle,"(351, 94)",0,"(0.9764705882352941, 0.12549019607843137, 0.5372549019607843)",3,False,"(350, 93)",3,3
6511,img6511.png,circle,"(286, 311)",82,"(0.09803921568627451, 1.0, 0.9803921568627451)",4,False,"(202, 227)",168,168
6512,img6512.png,circle,"(360, 186)",88,"(0.8156862745098039, 0.6901960784313725, 0.023529411764705882)",1,False,"(272, 98)",177,177
6513,img6513.png,circle,"(303, 381)",48,"(0.8745098039215686, 0.6862745098039216, 0.5843137254901961)",10,False,"(250, 328)",106,106
6514,img6514.png,circle,"(271, 41)",31,"(0.3686274509803922, 0.2823529411764706, 0.4666666666666667)",1,False,"(240, 10)",63,63
6515,img6515.png,circle,"(307, 258)",50,"(0.27058823529411763, 0.35294117647058826, 0.30980392156862746)",7,False,"(254, 205)",107,107
6516,img6516.png,circle,"(168, 389)",15,"(0.6274509803921569, 0.9411764705882353, 0.20784313725490197)",2,False,"(152, 373)",32,32
6517,img6517.png,circle,"(339, 405)",66,"(0.4196078431372549, 0.8705882352941177, 0.6274509803921569)",0,False,"(273, 339)",132,132
6518,img6518.png,circle,"(151, 298)",84,"(0.5137254901960784, 0.1843137254901961, 0.596078431372549)",0,False,"(67, 214)",168,168
6519,img6519.png,circle,"(136, 124)",94,"(0.796078431372549, 0.7450980392156863, 0.8823529411764706)",5,False,"(40, 28)",193,193
6520,img6520.png,circle,"(103, 230)",102,"(0.8941176470588236, 0.7529411764705882, 0.41568627450980394)",10,False,"(-4, 123)",214,214
6521,img6521.png,circle,"(379, 162)",112,"(0.14901960784313725, 0.00392156862745098, 0.4588235294117647)",5,False,"(265, 48)",229,229
6522,img6522.png,circle,"(158, 67)",61,"(0.7490196078431373, 0.26666666666666666, 0.45098039215686275)",1,False,"(97, 6)",123,123
6523,img6523.png,circle,"(438, 459)",1,"(0.4470588235294118, 0.19215686274509805, 0.2)",4,False,"(435, 456)",6,6
6524,img6524.png,circle,"(268, 85)",70,"(0.6078431372549019, 0.8862745098039215, 0.6549019607843137)",2,False,"(197, 14)",142,142
6525,img6525.png,circle,"(69, 197)",45,"(0.8627450980392157, 0.6901960784313725, 0.050980392156862744)",1,False,"(24, 152)",91,91
6526,img6526.png,circle,"(323, 402)",57,"(0.10196078431372549, 0.6470588235294118, 0.7333333333333333)",9,False,"(262, 341)",123,123
6527,img6527.png,circle,"(250, 275)",73,"(0.6549019607843137, 0.011764705882352941, 0.10588235294117647)",10,False,"(172, 197)",156,156
6528,img6528.png,circle,"(227, 456)",6,"(0.6549019607843137, 0.8156862745098039, 0.6039215686274509)",4,False,"(219, 448)",16,16
6529,img6529.png,circle,"(321, 306)",122,"(0.49019607843137253, 0.615686274509804, 0.24705882352941178)",6,False,"(196, 181)",250,250
6530,img6530.png,circle,"(295, 356)",51,"(0.43529411764705883, 0.25882352941176473, 0.7215686274509804)",5,False,"(242, 303)",107,107
6531,img6531.png,circle,"(214, 55)",48,"(0.803921568627451, 0.396078431372549, 0.8156862745098039)",-1,True,"(167, 8)",95,95
6532,img6532.png,circle,"(304, 271)",20,"(0.5882352941176471, 0.06666666666666667, 0.9803921568627451)",7,False,"(281, 248)",47,47
6533,img6533.png,circle,"(167, 124)",75,"(0.2823529411764706, 0.7490196078431373, 0.13725490196078433)",8,False,"(88, 45)",158,158
6534,img6534.png,circle,"(337, 247)",116,"(0.6666666666666666, 0.25098039215686274, 0.7764705882352941)",3,False,"(220, 130)",235,235
6535,img6535.png,circle,"(193, 415)",51,"(0.9098039215686274, 0.3607843137254902, 0.07058823529411765)",10,False,"(137, 359)",112,112
6536,img6536.png,circle,"(238, 167)",24,"(0.6666666666666666, 0.027450980392156862, 0.058823529411764705)",2,False,"(213, 142)",50,50
6537,img6537.png,circle,"(277, 248)",75,"(0.5098039215686274, 0.8117647058823529, 0.984313725490196)",6,False,"(199, 170)",156,156
6538,img6538.png,circle,"(186, 410)",76,"(0.8901960784313725, 0.49019607843137253, 0.5529411764705883)",9,False,"(106, 330)",161,161
6539,img6539.png,circle,"(107, 207)",45,"(0.21568627450980393, 0.058823529411764705, 0.20784313725490197)",7,False,"(59, 159)",97,97
6540,img6540.png,circle,"(346, 257)",119,"(0.8627450980392157, 0.5333333333333333, 0.8784313725490196)",10,False,"(222, 133)",248,248
6541,img6541.png,circle,"(164, 157)",111,"(0.6588235294117647, 0.6980392156862745, 0.49019607843137253)",10,False,"(48, 41)",232,232
6542,img6542.png,circle,"(317, 131)",2,"(0.17647058823529413, 0.7490196078431373, 0.20784313725490197)",2,False,"(314, 128)",6,6
6543,img6543.png,circle,"(205, 425)",12,"(0.2901960784313726, 0.4588235294117647, 0.6745098039215687)",-1,True,"(194, 414)",23,23
6544,img6544.png,circle,"(241, 385)",84,"(0.06274509803921569, 0.10588235294117647, 0.011764705882352941)",0,False,"(157, 301)",168,168
6545,img6545.png,circle,"(370, 105)",27,"(0.396078431372549, 0.023529411764705882, 0.5176470588235295)",6,False,"(340, 75)",60,60
6546,img6546.png,circle,"(252, 431)",39,"(0.5215686274509804, 1.0, 0.7137254901960784)",0,False,"(213, 392)",78,78
6547,img6547.png,circle,"(261, 159)",35,"(0.8745098039215686, 0.26666666666666666, 0.5686274509803921)",-1,True,"(227, 125)",69,69
6548,img6548.png,circle,"(358, 227)",96,"(0.08627450980392157, 0.9058823529411765, 0.06274509803921569)",0,False,"(262, 131)",192,192
6549,img6549.png,circle,"(224, 104)",5,"(0.29411764705882354, 0.043137254901960784, 0.9098039215686274)",1,False,"(219, 99)",11,11
6550,img6550.png,circle,"(224, 200)",126,"(0.6078431372549019, 0.7490196078431373, 0.5843137254901961)",1,False,"(98, 74)",253,253
6551,img6551.png,circle,"(70, 155)",60,"(0.34509803921568627, 0.11764705882352941, 0.01568627450980392)",5,False,"(8, 93)",125,125
6552,img6552.png,circle,"(302, 232)",98,"(0.7137254901960784, 0.4392156862745098, 0.2549019607843137)",2,False,"(203, 133)",198,198
6553,img6553.png,circle,"(350, 273)",62,"(0.7568627450980392, 0.8549019607843137, 0.7254901960784313)",6,False,"(285, 208)",130,130
6554,img6554.png,circle,"(406, 324)",96,"(0.9686274509803922, 0.7686274509803922, 0.3137254901960784)",9,False,"(306, 224)",201,201
6555,img6555.png,circle,"(122, 263)",38,"(0.6313725490196078, 0.3843137254901961, 0.07058823529411765)",3,False,"(83, 224)",79,79
6556,img6556.png,circle,"(352, 135)",112,"(0.5176470588235295, 0.4666666666666667, 0.396078431372549)",-1,True,"(241, 24)",223,223
6557,img6557.png,circle,"(358, 217)",82,"(0.9215686274509803, 0.6313725490196078, 0.9058823529411765)",5,False,"(274, 133)",169,169
6558,img6558.png,circle,"(237, 125)",73,"(0.1411764705882353, 0.9607843137254902, 0.12941176470588237)",6,False,"(161, 49)",152,152
6559,img6559.png,circle,"(308, 363)",44,"(0.7843137254901961, 0.2980392156862745, 0.788235294117647)",6,False,"(261, 316)",94,94
6560,img6560.png,circle,"(264, 160)",123,"(0.5647058823529412, 0.41568627450980394, 0.9882352941176471)",8,False,"(137, 33)",254,254
6561,img6561.png,circle,"(211, 271)",99,"(0.08235294117647059, 0.8627450980392157, 0.5254901960784314)",4,False,"(110, 170)",202,202
6562,img6562.png,circle,"(104, 142)",70,"(0.07058823529411765, 0.49019607843137253, 0.5725490196078431)",4,False,"(32, 70)",144,144
6563,img6563.png,circle,"(226, 167)",100,"(0.4588235294117647, 0.2901960784313726, 0.3843137254901961)",2,False,"(125, 66)",202,202
6564,img6564.png,circle,"(119, 359)",55,"(0.3137254901960784, 0.5098039215686274, 0.8470588235294118)",5,False,"(62, 302)",115,115
6565,img6565.png,circle,"(173, 252)",87,"(0.3333333333333333, 0.054901960784313725, 0.9607843137254902)",1,False,"(86, 165)",175,175
6566,img6566.png,circle,"(423, 412)",43,"(0.14901960784313725, 0.8588235294117647, 0.4980392156862745)",1,False,"(380, 369)",87,87
6567,img6567.png,circle,"(313, 217)",22,"(0.8862745098039215, 0.5568627450980392, 0.8274509803921568)",2,False,"(290, 194)",46,46
6568,img6568.png,circle,"(352, 224)",55,"(0.14901960784313725, 0.16862745098039217, 0.12941176470588237)",7,False,"(294, 166)",117,117
6569,img6569.png,circle,"(168, 221)",73,"(0.615686274509804, 0.1843137254901961, 0.8392156862745098)",8,False,"(91, 144)",154,154
6570,img6570.png,circle,"(198, 120)",54,"(0.32941176470588235, 0.43529411764705883, 0.7725490196078432)",6,False,"(141, 63)",114,114
6571,img6571.png,circle,"(363, 172)",77,"(0.21568627450980393, 0.27058823529411763, 0.7176470588235294)",2,False,"(285, 94)",156,156
6572,img6572.png,circle,"(278, 342)",124,"(0.6313725490196078, 0.29411764705882354, 0.23529411764705882)",8,False,"(150, 214)",256,256
6573,img6573.png,circle,"(374, 369)",118,"(0.3764705882352941, 0.27058823529411763, 0.8235294117647058)",2,False,"(255, 250)",238,238
6574,img6574.png,circle,"(135, 317)",34,"(0.01568627450980392, 0.1411764705882353, 0.7647058823529411)",-1,True,"(102, 284)",67,67
6575,img6575.png,circle,"(270, 250)",123,"(0.03137254901960784, 0.21176470588235294, 0.10588235294117647)",2,False,"(146, 126)",248,248
6576,img6576.png,circle,"(363, 242)",126,"(0.07450980392156863, 0.19607843137254902, 0.611764705882353)",2,False,"(236, 115)",254,254
6577,img6577.png,circle,"(395, 83)",33,"(0.8392156862745098, 0.07058823529411765, 0.11372549019607843)",3,False,"(361, 49)",69,69
6578,img6578.png,circle,"(80, 384)",78,"(0.615686274509804, 0.23137254901960785, 0.6588235294117647)",1,False,"(2, 306)",157,157
6579,img6579.png,circle,"(128, 167)",70,"(0.6627450980392157, 0.0784313725490196, 0.3843137254901961)",9,False,"(54, 93)",149,149
6580,img6580.png,circle,"(275, 291)",49,"(0.8156862745098039, 0.00784313725490196, 0.2980392156862745)",10,False,"(221, 237)",108,108
6581,img6581.png,circle,"(429, 341)",20,"(0.49019607843137253, 0.8705882352941177, 0.5137254901960784)",8,False,"(405, 317)",48,48
6582,img6582.png,circle,"(71, 142)",31,"(0.6823529411764706, 0.10588235294117647, 0.592156862745098)",4,False,"(38, 109)",66,66
6583,img6583.png,circle,"(161, 59)",51,"(0.7254901960784313, 0.16470588235294117, 0.6235294117647059)",10,False,"(105, 3)",112,112
6584,img6584.png,circle,"(182, 140)",125,"(0.2235294117647059, 0.9607843137254902, 0.043137254901960784)",4,False,"(55, 13)",254,254
6585,img6585.png,circle,"(338, 200)",96,"(0.6470588235294118, 0.37254901960784315, 0.9058823529411765)",0,False,"(242, 104)",192,192
6586,img6586.png,circle,"(456, 268)",6,"(0.30196078431372547, 0.1450980392156863, 0.7333333333333333)",4,False,"(448, 260)",16,16
6587,img6587.png,circle,"(74, 68)",8,"(0.48627450980392156, 0.5019607843137255, 0.20392156862745098)",10,False,"(61, 55)",26,26
6588,img6588.png,circle,"(99, 326)",26,"(0.0, 0.5686274509803921, 0.11764705882352941)",9,False,"(69, 296)",61,61
6589,img6589.png,circle,"(136, 226)",42,"(0.30980392156862746, 0.27058823529411763, 0.6627450980392157)",2,False,"(93, 183)",86,86
6590,img6590.png,circle,"(249, 197)",35,"(0.5725490196078431, 0.30980392156862746, 0.4392156862745098)",7,False,"(211, 159)",77,77
6591,img6591.png,circle,"(270, 418)",68,"(0.45098039215686275, 0.6352941176470588, 0.34901960784313724)",3,False,"(201, 349)",139,139
6592,img6592.png,circle,"(299, 156)",47,"(0.8627450980392157, 0.4745098039215686, 0.5098039215686274)",3,False,"(251, 108)",97,97
6593,img6593.png,circle,"(127, 148)",70,"(0.48627450980392156, 0.40784313725490196, 0.8)",3,False,"(56, 77)",143,143
6594,img6594.png,circle,"(318, 405)",102,"(0.40784313725490196, 0.9607843137254902, 0.792156862745098)",3,False,"(215, 302)",207,207
6595,img6595.png,circle,"(167, 260)",5,"(0.6784313725490196, 0.7176470588235294, 0.4823529411764706)",3,False,"(161, 254)",13,13
6596,img6596.png,circle,"(104, 142)",78,"(0.984313725490196, 0.09019607843137255, 0.7686274509803922)",4,False,"(24, 62)",160,160
6597,img6597.png,circle,"(381, 194)",127,"(0.2784313725490196, 0.596078431372549, 0.4745098039215686)",5,False,"(252, 65)",259,259
6598,img6598.png,circle,"(109, 126)",88,"(0.0784313725490196, 0.9294117647058824, 0.2980392156862745)",1,False,"(21, 38)",177,177
6599,img6599.png,circle,"(110, 389)",110,"(0.1843137254901961, 0.11372549019607843, 0.29411764705882354)",8,False,"(-4, 275)",228,228
6600,img6600.png,circle,"(94, 97)",74,"(0.22745098039215686, 0.5176470588235295, 0.26666666666666666)",2,False,"(19, 22)",150,150
6601,img6601.png,circle,"(511, 2)",0,"(0.5294117647058824, 0.16862745098039217, 0.8)",0,False,"(511, 2)",0,0
6602,img6602.png,circle,"(98, 127)",73,"(0.2823529411764706, 0.4666666666666667, 0.5215686274509804)",7,False,"(22, 51)",153,153
6603,img6603.png,circle,"(120, 278)",22,"(0.3764705882352941, 0.9294117647058824, 0.30980392156862746)",0,False,"(98, 256)",44,44
6604,img6604.png,circle,"(459, 397)",27,"(0.1411764705882353, 0.9882352941176471, 0.8196078431372549)",0,False,"(432, 370)",54,54
6605,img6605.png,circle,"(239, 119)",103,"(0.6313725490196078, 0.8431372549019608, 0.5137254901960784)",10,False,"(131, 11)",216,216
6606,img6606.png,circle,"(235, 229)",115,"(0.5882352941176471, 0.10196078431372549, 0.984313725490196)",7,False,"(117, 111)",237,237
6607,img6607.png,circle,"(304, 308)",127,"(0.7333333333333333, 0.9215686274509803, 0.7803921568627451)",0,False,"(177, 181)",254,254
6608,img6608.png,circle,"(169, 184)",105,"(0.2980392156862745, 0.18823529411764706, 0.4588235294117647)",0,False,"(64, 79)",210,210
6609,img6609.png,circle,"(193, 73)",50,"(0.13725490196078433, 0.8980392156862745, 0.6078431372549019)",4,False,"(141, 21)",104,104
6610,img6610.png,circle,"(350, 197)",32,"(0.7725490196078432, 0.32941176470588235, 0.7725490196078432)",-1,True,"(319, 166)",63,63
6611,img6611.png,circle,"(223, 103)",23,"(0.6980392156862745, 0.8470588235294118, 0.18823529411764706)",3,False,"(199, 79)",49,49
6612,img6612.png,circle,"(413, 411)",37,"(0.01568627450980392, 0.043137254901960784, 0.8862745098039215)",10,False,"(371, 369)",84,84
6613,img6613.png,circle,"(372, 335)",58,"(0.9333333333333333, 0.788235294117647, 0.26666666666666666)",3,False,"(313, 276)",119,119
6614,img6614.png,circle,"(169, 395)",117,"(0.8509803921568627, 0.8705882352941177, 0.7450980392156863)",2,False,"(51, 277)",236,236
6615,img6615.png,circle,"(128, 178)",2,"(0.2549019607843137, 0.011764705882352941, 0.7058823529411765)",4,False,"(124, 174)",8,8
6616,img6616.png,circle,"(127, 147)",70,"(0.9137254901960784, 0.011764705882352941, 0.9921568627450981)",10,False,"(52, 72)",150,150
6617,img6617.png,circle,"(245, 404)",108,"(0.5803921568627451, 0.06666666666666667, 0.12156862745098039)",9,False,"(133, 292)",225,225
